stem,cohort,n_residues,n_pairs,mode,elapsed_seconds,model_load_seconds,total_seconds,n_rollouts,n_finished,n_malformed,generated_tokens,batch_size,bundle_size,temperature,top_p,timestamp_utc,model_nickname,runner_tag,gpu_name,gpu_total_memory_gb,gpu_compute_capability,hostname,platform,torch_version
7zs2_A,eval-val,316,49770,cluster_k3,12.908479762263596,0.0876038242501044,13.032891571558716,50,50,1,36386,128,3,1.0,0.95,2026-09-23T20:32:39.432480+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8c4d_A,eval-val,330,54285,cluster_k3,17.00579676218331,0.0876038242501044,17.140032694246326,50,50,0,52016,128,3,1.0,0.95,2026-09-23T20:33:34.044164+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8akh_A,eval-val,374,69751,cluster_k3,18.89447531104088,0.0876038242501044,19.027401090636555,50,50,0,55331,128,3,1.0,0.95,2026-09-23T20:34:45.963225+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7y3h_A,eval-val,413,85078,cluster_k3,16.733847544994205,0.0876038242501044,16.864980068560396,50,50,0,47447,128,3,1.0,0.95,2026-09-23T20:35:57.925306+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7xq4_A,eval-val,514,131841,cluster_k3,27.600697485730052,0.0876038242501044,27.745381073131863,50,50,0,78440,128,3,1.0,0.95,2026-09-23T20:37:17.575340+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7znz_A,eval-val,761,289180,cluster_k3,66.05915544414893,0.0876038242501044,66.23839033631579,50,50,0,155996,128,3,1.0,0.95,2026-09-23T20:39:43.936380+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7t9r_A,eval-val,38,703,cluster_k5,1.7831722148694098,0.0876038242501044,1.8843680690412248,50,50,0,3989,128,5,1.0,0.95,2026-09-23T20:26:59.635014+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7yhr_A,eval-val,60,1770,cluster_k5,2.4478146680630744,0.03415686250549316,2.4983557922288453,50,50,0,5627,128,5,1.0,0.95,2026-09-23T20:45:25.167204+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7xi5_A,eval-val,65,2080,cluster_k5,2.2295951400883496,0.03415686250549316,2.2751860454201376,50,50,0,5804,128,5,1.0,0.95,2026-09-23T20:45:29.928229+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8b6e_A,eval-val,66,2145,cluster_k5,2.1696349000558257,0.03415686250549316,2.2147846285707926,50,50,0,5372,128,5,1.0,0.95,2026-09-23T20:45:34.408768+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8b2g_A,eval-val,74,2701,cluster_k5,3.066419215872884,0.03415686250549316,3.11121297753301,50,50,0,9029,128,5,1.0,0.95,2026-09-23T20:45:39.591397+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7pv5_A,eval-val,81,3240,cluster_k5,3.298820646945387,0.03415686250549316,3.3491914527013575,50,50,0,10043,128,5,1.0,0.95,2026-09-23T20:45:46.226224+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7xp9_A,eval-val,84,3486,cluster_k5,2.91018094914034,0.0876038242501044,3.0106939832118176,50,50,0,6866,128,5,1.0,0.95,2026-09-23T20:27:11.462245+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8eb9_A,eval-val,95,4465,cluster_k5,3.8340306421741843,0.03415686250549316,3.8824245215847766,50,50,0,7181,128,5,1.0,0.95,2026-09-23T20:45:53.602026+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7y8i_A,eval-val,97,4656,cluster_k5,4.238311727996916,0.03415686250549316,4.290059885800598,50,50,0,13721,128,5,1.0,0.95,2026-09-23T20:46:01.361500+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7y54_A,eval-val,100,4950,cluster_k5,4.541249944362789,0.03415686250549316,4.58550241063234,50,50,0,13712,128,5,1.0,0.95,2026-09-23T20:46:10.308193+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7y8h_A,eval-val,100,4950,cluster_k5,3.913229340221733,0.03415686250549316,3.9645880673534846,50,50,0,12437,128,5,1.0,0.95,2026-09-23T20:46:18.735679+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7y5j_A,eval-val,102,5151,cluster_k5,4.411427309270948,0.03415686250549316,4.464588465493885,50,50,0,13856,128,5,1.0,0.95,2026-09-23T20:46:27.488165+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7y5r_A,eval-val,105,5460,cluster_k5,4.283828556071967,0.03415686250549316,4.336626791254399,50,50,0,13364,128,5,1.0,0.95,2026-09-23T20:46:36.138026+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7ykm_A,eval-val,105,5460,cluster_k5,3.600520412903279,0.0876038242501044,3.703541949428322,50,50,0,9944,128,5,1.0,0.95,2026-09-23T20:27:26.477976+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7yug_A,eval-val,118,6903,cluster_k5,4.174008829053491,0.03415686250549316,4.223750615817276,50,50,0,8996,128,5,1.0,0.95,2026-09-23T20:46:44.758460+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8bgb_A,eval-val,131,8515,cluster_k5,5.159262700937688,0.03415686250549316,5.213361424253104,50,50,0,15350,128,5,1.0,0.95,2026-09-23T20:46:55.042498+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7zu3_A,eval-val,132,8646,cluster_k5,6.375358805060387,0.03415686250549316,6.4311731246754205,50,50,0,16829,128,5,1.0,0.95,2026-09-23T20:47:06.538663+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7tlh_A,eval-val,136,9180,cluster_k5,5.804785868152976,0.03415686250549316,5.860160272427616,50,50,0,16973,128,5,1.0,0.95,2026-09-23T20:47:18.621007+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7zv1_A,eval-val,136,9180,cluster_k5,5.629924785811454,0.03415686250549316,5.682983539392022,50,50,0,14600,128,5,1.0,0.95,2026-09-23T20:47:30.654538+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8b2e_A,eval-val,143,10153,cluster_k5,5.604361484758556,0.0876038242501044,5.711704532187136,50,50,0,14873,128,5,1.0,0.95,2026-09-23T20:27:50.025461+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8dp9_A,eval-val,148,10878,cluster_k5,6.821892740670592,0.03415686250549316,6.86916386554834,50,50,0,21926,128,5,1.0,0.95,2026-09-23T20:47:42.550493+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7zoi_A,eval-val,151,11325,cluster_k5,6.466555830091238,0.03415686250549316,6.524034989391235,50,50,0,20174,128,5,1.0,0.95,2026-09-23T20:47:56.077249+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8dx0_A,eval-val,154,11781,cluster_k5,6.553936289157718,0.03415686250549316,6.6123717416532015,50,50,0,20705,128,5,1.0,0.95,2026-09-23T20:48:09.324221+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7urp_A,eval-val,160,12720,cluster_k5,7.227711254730821,0.03415686250549316,7.2872146292112445,50,50,0,21701,128,5,1.0,0.95,2026-09-23T20:48:23.030286+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7wz5_A,eval-val,161,12880,cluster_k5,6.989114830736071,0.03415686250549316,7.297679068379817,50,50,0,14024,128,5,1.0,0.95,2026-09-23T20:48:37.903353+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8axj_A,eval-val,162,13041,cluster_k5,6.3934500105679035,0.03415686250549316,6.450464830127326,50,50,0,19826,128,5,1.0,0.95,2026-09-23T20:48:51.368913+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8ec3_A,eval-val,168,14028,cluster_k5,7.428546193987131,0.0876038242501044,7.537308441511991,50,50,0,16244,128,5,1.0,0.95,2026-09-23T20:28:18.995424+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7y5m_A,eval-val,170,14365,cluster_k5,6.575505346991122,0.03415686250549316,6.63116452456337,50,50,0,17615,128,5,1.0,0.95,2026-09-23T20:49:04.740018+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8dez_A,eval-val,173,14878,cluster_k5,7.784592351876199,0.03415686250549316,7.842376933292267,50,50,0,21779,128,5,1.0,0.95,2026-09-23T20:49:18.794267+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8bsb_A,eval-val,177,15576,cluster_k5,6.208418371155858,0.03415686250549316,6.261293870256064,50,50,0,16493,128,5,1.0,0.95,2026-09-23T20:49:33.363851+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7xcd_A,eval-val,178,15753,cluster_k5,8.126572064589709,0.03415686250549316,8.186440682363479,50,50,0,21779,128,5,1.0,0.95,2026-09-23T20:49:48.971055+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7uvg_A,eval-val,183,16653,cluster_k5,9.785450227092952,0.03415686250549316,9.848135954559563,50,50,0,26375,128,5,1.0,0.95,2026-09-23T20:50:07.147808+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7yd4_A,eval-val,185,17020,cluster_k5,8.826928512658924,0.0876038242501044,8.940624128132763,50,50,0,23093,128,5,1.0,0.95,2026-09-23T20:28:52.819244+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8bau_A,eval-val,189,17766,cluster_k5,10.19988162489608,0.03415686250549316,10.266677336160807,50,50,0,31391,128,5,1.0,0.95,2026-09-23T20:50:26.948770+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7ur2_A,eval-val,195,18915,cluster_k5,8.353008036967367,0.03415686250549316,8.414367959228127,50,50,0,24497,128,5,1.0,0.95,2026-09-23T20:50:46.308920+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8cpn_A,eval-val,207,21321,cluster_k5,11.34406696818769,0.03415686250549316,11.409326640748201,50,50,0,32660,128,5,1.0,0.95,2026-09-23T20:51:06.316237+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8baq_A,eval-val,208,21528,cluster_k5,11.017914664931595,0.03415686250549316,11.083331321690945,50,50,0,30497,128,5,1.0,0.95,2026-09-23T20:51:30.849920+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7uba_A,eval-val,213,22578,cluster_k5,10.33106484869495,0.03415686250549316,10.396335471280633,50,50,0,29591,128,5,1.0,0.95,2026-09-23T20:51:52.307578+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8add_A,eval-val,213,22578,cluster_k5,9.129806519020349,0.0876038242501044,9.24195663634658,50,50,0,20828,128,5,1.0,0.95,2026-09-23T20:29:32.250813+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8b6a_A,eval-val,214,22791,cluster_k5,9.066911904141307,0.03415686250549316,9.130139316756992,50,50,0,27791,128,5,1.0,0.95,2026-09-23T20:52:12.128448+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8cba_A,eval-val,214,22791,cluster_k5,12.044887344352901,0.03415686250549316,12.110745647781311,50,50,0,31046,128,5,1.0,0.95,2026-09-23T20:52:33.102319+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8cih_A,eval-val,214,22791,cluster_k5,8.83210896095261,0.03415686250549316,8.888106081493913,50,50,0,16781,128,5,1.0,0.95,2026-09-23T20:52:54.002325+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8adc_A,eval-val,215,23005,cluster_k5,11.209913588594645,0.03415686250549316,11.278762759499966,50,50,0,34784,128,5,1.0,0.95,2026-09-23T20:53:14.377463+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7tjb_A,eval-val,227,25651,cluster_k5,10.11347788805142,0.03415686250549316,10.179933030483095,50,50,0,32144,128,5,1.0,0.95,2026-09-23T20:53:37.808444+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8ycm_A,eval-val,229,26106,cluster_k5,10.60595482122153,0.03415686250549316,10.670760762736915,50,50,0,28973,128,5,1.0,0.95,2026-09-23T20:53:58.808447+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8gmy_A,eval-val,236,27730,cluster_k5,12.604636088944972,0.0876038242501044,12.72514416187972,50,50,0,32570,128,5,1.0,0.95,2026-09-23T20:30:20.790401+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8b61_A,eval-val,238,28203,cluster_k5,11.334868289064616,0.03415686250549316,11.402120665506242,50,50,0,35654,128,5,1.0,0.95,2026-09-23T20:54:22.142720+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7qp5_A,eval-val,245,29890,cluster_k5,12.23150610504672,0.03415686250549316,12.302350454822896,50,50,0,39422,128,5,1.0,0.95,2026-09-23T20:54:46.910710+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8b2s_A,eval-val,245,29890,cluster_k5,9.6740489047952,0.03415686250549316,9.739221062370358,50,50,0,28976,128,5,1.0,0.95,2026-09-23T20:55:09.127796+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8arl_A,eval-val,246,30135,cluster_k5,19.005698647815734,0.03415686250549316,19.077067700539498,50,50,0,39752,128,5,1.0,0.95,2026-09-23T20:55:38.041457+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8dhj_A,eval-val,249,30876,cluster_k5,12.596669493243098,0.03415686250549316,12.668904779803722,50,50,0,42401,128,5,1.0,0.95,2026-09-23T20:56:06.931021+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7xlz_A,eval-val,266,35245,cluster_k5,13.87275340501219,0.0876038242501044,13.997908156867775,50,50,0,40583,128,5,1.0,0.95,2026-09-23T20:31:13.712523+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8b4u_A,eval-val,277,38226,cluster_k5,12.440801533870399,0.03415686250549316,12.741707408194213,50,50,1,40163,128,5,1.0,0.95,2026-09-23T20:56:33.014109+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
8q8i_A,eval-val,282,39621,cluster_k5,16.04889243002981,0.03415686250549316,16.126703628198026,50,50,0,52814,128,5,1.0,0.95,2026-09-23T20:57:01.401843+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
7z65_A,eval-val,283,39903,cluster_k5,14.1025928161107,0.03415686250549316,14.178815525349943,50,50,0,46514,128,5,1.0,0.95,2026-09-23T20:57:32.237074+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128
